ELECTRICITY	ES-PT	FR	IE-UK	BE-DE-LU-NL	AT-CH-IT	DK-SE
IE-UK	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
BE-DE-LU-NL	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AT-CH-IT	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
DK-SE	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000

WET_BIOMASS	ES-PT	FR	IE-UK	BE-DE-LU-NL	AT-CH-IT	DK-SE
ES-PT	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FR	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
IE-UK	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
BE-DE-LU-NL	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AT-CH-IT	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
DK-SE	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000

COAL	ES-PT	FR	IE-UK	BE-DE-LU-NL	AT-CH-IT	DK-SE
ES-PT	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FR	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
IE-UK	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
BE-DE-LU-NL	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AT-CH-IT	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
DK-SE	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000

URANIUM	ES-PT	FR	IE-UK	BE-DE-LU-NL	AT-CH-IT	DK-SE
ES-PT	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FR	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
IE-UK	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
BE-DE-LU-NL	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AT-CH-IT	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
DK-SE	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000

WASTE	ES-PT	FR	IE-UK	BE-DE-LU-NL	AT-CH-IT	DK-SE
ES-PT	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FR	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
IE-UK	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
BE-DE-LU-NL	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AT-CH-IT	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
DK-SE	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000

H2	ES-PT	FR	IE-UK	BE-DE-LU-NL	AT-CH-IT	DK-SE
ES-PT	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FR	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
IE-UK	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
BE-DE-LU-NL	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AT-CH-IT	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
DK-SE	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000

CO2_CAPTURED	ES-PT	FR	IE-UK	BE-DE-LU-NL	AT-CH-IT	DK-SE
ES-PT	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000
FR	-0.000000	0.000000	-0.000000	-0.000000	0.000000	0.000000
IE-UK	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000
BE-DE-LU-NL	0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000
AT-CH-IT	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000
DK-SE	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000

PT_HEAT	ES-PT	FR	IE-UK	BE-DE-LU-NL	AT-CH-IT	DK-SE
ES-PT	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FR	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
IE-UK	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
BE-DE-LU-NL	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AT-CH-IT	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
DK-SE	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000

ST_HEAT	ES-PT	FR	IE-UK	BE-DE-LU-NL	AT-CH-IT	DK-SE
ES-PT	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FR	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
IE-UK	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
BE-DE-LU-NL	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AT-CH-IT	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
DK-SE	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000

