Period	HourofPeriod	TD	DAM_STORAGE	PHS	BATT_LI	CAES	BEV_BATT	PHEV_BATT	TS_HIGH_TEMP	SEASONAL_NG	SEASONAL_H2	CO2_STORAGE	SLF_STO	PT_STORAGE	ST_STORAGE	TS_COLD	DAM_STORAGE_in	DAM_STORAGE_out	PHS_in	PHS_out	BATT_LI_in	BATT_LI_out	CAES_in	CAES_out	BEV_BATT_in	BEV_BATT_out	PHEV_BATT_in	PHEV_BATT_out	TS_HIGH_TEMP_in	TS_HIGH_TEMP_out	SEASONAL_NG_in	SEASONAL_NG_out	SEASONAL_H2_in	SEASONAL_H2_out	CO2_STORAGE_in	CO2_STORAGE_out	SLF_STO_in	SLF_STO_out	PT_STORAGE_in	PT_STORAGE_out	ST_STORAGE_in	ST_STORAGE_out	TS_COLD_in	TS_COLD_out
21	21	1	0.000000	22.489289	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.393090	0.000000	560.918913	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.393090	0.000000	0.000000	0.000000	-0.965437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
22	22	1	0.000000	22.489289	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	18.285788	0.000000	561.884350	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-17.892699	0.000000	0.000000	0.000000	-0.965437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
23	23	1	0.000000	25.073183	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	38.110657	0.000000	556.413540	0.000000	0.000000	0.000000	0.000000	0.000000	-2.583893	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-19.824869	0.000000	0.000000	0.000000	0.000000	5.470810	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24	24	1	0.000000	27.657076	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	59.867697	0.000000	550.942730	0.000000	0.000000	0.000000	0.000000	0.000000	-2.583893	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-21.757039	0.000000	0.000000	0.000000	0.000000	5.470810	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25	1	1	0.000000	27.657076	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	82.107779	0.000000	551.908167	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-22.240082	0.000000	0.000000	0.000000	-0.965437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
26	2	1	0.000000	27.657076	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	104.830903	0.000000	552.873604	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-22.723125	0.000000	0.000000	0.000000	-0.965437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
27	3	1	0.000000	29.525976	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	127.715042	0.000000	553.839041	0.000000	0.000000	0.000000	0.000000	0.000000	-1.868900	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-22.884139	0.000000	0.000000	0.000000	-0.965437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
28	4	1	0.000000	30.517661	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	148.828024	0.000000	554.804478	0.000000	0.000000	0.000000	0.000000	0.000000	-0.991685	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-21.112983	0.000000	0.000000	0.000000	-0.965437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
29	5	1	0.000000	30.517661	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	166.720723	0.000000	555.769915	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-17.892699	0.000000	0.000000	0.000000	-0.965437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
30	6	1	0.000000	32.845335	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	176.884740	0.000000	556.735352	0.000000	0.000000	0.000000	0.000000	0.000000	-2.327673	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-10.164017	0.000000	0.000000	0.000000	-0.965437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
31	7	1	0.000000	32.845335	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	174.716886	0.000000	557.700789	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.167854	0.000000	0.000000	-0.965437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
32	8	1	0.000000	32.845335	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	174.716886	0.000000	558.666226	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.965437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
33	9	1	0.000000	32.845335	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	167.614769	0.000000	559.631664	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.102116	0.000000	0.000000	-0.965437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
34	10	1	0.000000	32.845335	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	148.053648	0.000000	560.597101	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	19.561121	0.000000	0.000000	-0.965437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
35	11	1	0.000000	32.845335	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	124.309129	0.000000	561.562538	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	23.744519	0.000000	0.000000	-0.965437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
36	12	1	0.000000	32.845335	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	102.744847	0.000000	562.527975	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	21.564282	0.000000	0.000000	-0.965437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
37	13	1	0.000000	32.845335	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	95.417357	0.000000	563.493412	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.327491	0.000000	-0.000000	-0.965437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
38	14	1	0.000000	32.845335	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	85.311110	0.000000	564.458849	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.106247	0.000000	0.000000	-0.965437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
39	15	1	0.000000	32.845335	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	73.790962	0.000000	565.424286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.520149	0.000000	0.000000	-0.965437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
40	16	1	0.000000	32.439823	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	43.506704	0.000000	566.389723	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.405511	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	30.284258	0.000000	0.000000	-0.965437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
41	17	1	0.000000	28.994430	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.243706	0.000000	567.355160	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.445393	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	27.262998	0.000000	-0.000000	-0.965437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
42	18	1	0.000000	25.549036	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.182366	0.000000	568.320597	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.445393	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	14.061340	0.000000	0.000000	-0.965437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
